age,job,marital,education,default,housing,loan,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Deposit
27,admin.,single,university.degree,no,no,no,1.4,93.918,-42.7,4.96,5228.1,0
54,blue-collar,married,basic.4y,no,no,no,-1.8,93.075,-47.1,1.41,5099.1,0
43,blue-collar,divorced,basic.9y,no,unknown,unknown,-1.8,92.893,-46.2,1.25,5099.1,0
41,blue-collar,married,basic.4y,unknown,no,no,1.4,94.465,-41.8,4.967,5228.1,0
30,management,married,university.degree,no,no,no,1.1,93.994,-36.4,4.86,5191.0,0
50,technician,single,university.degree,no,no,no,1.4,93.918,-42.7,4.961,5228.1,0
29,blue-collar,single,basic.9y,unknown,yes,no,1.4,93.918,-42.7,4.961,5228.1,0
44,technician,divorced,professional.course,no,yes,no,1.4,93.918,-42.7,4.961,5228.1,0
59,self-employed,married,university.degree,no,yes,no,-2.9,92.201,-31.4,0.821,5076.2,0
34,entrepreneur,married,university.degree,no,yes,yes,1.4,94.465,-41.8,4.96,5228.1,0
25,admin.,married,university.degree,no,yes,no,1.4,94.465,-41.8,4.864,5228.1,0
35,unemployed,married,university.degree,no,yes,no,-3.4,92.431,-26.9,0.733,5017.5,0
48,admin.,divorced,high.school,no,yes,no,1.1,93.994,-36.4,4.859,5191.0,0
29,technician,married,university.degree,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
58,management,married,university.degree,no,yes,no,-1.1,94.767,-50.8,1.041,4963.6,0
28,blue-collar,married,basic.9y,unknown,unknown,unknown,1.4,94.465,-41.8,4.961,5228.1,0
37,technician,married,professional.course,no,no,no,1.4,93.444,-36.1,4.966,5228.1,0
45,unemployed,married,basic.9y,no,yes,no,1.4,93.444,-36.1,4.964,5228.1,0
33,admin.,single,university.degree,no,yes,no,-1.8,93.876,-40.0,0.684,5008.7,1
38,technician,married,professional.course,no,no,no,1.4,93.918,-42.7,4.962,5228.1,0
41,admin.,married,basic.6y,no,no,no,1.1,93.994,-36.4,4.86,5191.0,0
39,admin.,single,high.school,no,no,no,-1.8,92.893,-46.2,1.334,5099.1,0
39,admin.,married,high.school,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
41,blue-collar,married,basic.4y,no,yes,no,1.4,93.918,-42.7,4.955,5228.1,0
52,blue-collar,married,basic.9y,no,no,no,-0.1,93.2,-42.0,4.021,5195.8,0
47,admin.,married,basic.9y,no,yes,no,-1.8,93.075,-47.1,1.405,5099.1,0
58,self-employed,married,university.degree,no,no,no,-3.4,92.649,-30.1,0.716,5017.5,0
41,admin.,single,high.school,unknown,yes,no,1.4,94.465,-41.8,4.962,5228.1,0
44,blue-collar,married,basic.9y,unknown,no,no,-1.8,93.075,-47.1,1.483,5099.1,0
32,technician,married,high.school,no,yes,no,-2.9,92.963,-40.8,1.224,5076.2,1
40,blue-collar,single,unknown,unknown,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
39,blue-collar,married,high.school,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
48,housemaid,single,high.school,unknown,yes,no,-0.1,93.2,-42.0,4.12,5195.8,0
34,admin.,married,basic.9y,no,unknown,unknown,-1.8,92.893,-46.2,1.313,5099.1,0
36,blue-collar,married,basic.6y,no,yes,no,1.4,94.465,-41.8,4.958,5228.1,1
42,entrepreneur,married,university.degree,no,unknown,unknown,1.4,93.918,-42.7,4.962,5228.1,1
38,blue-collar,single,high.school,unknown,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
30,blue-collar,married,high.school,no,no,no,1.4,94.465,-41.8,4.864,5228.1,0
39,services,married,high.school,unknown,no,no,1.4,94.465,-41.8,4.959,5228.1,0
60,management,married,university.degree,no,yes,no,-1.8,92.893,-46.2,1.354,5099.1,0
33,self-employed,married,university.degree,no,yes,no,1.4,93.444,-36.1,4.966,5228.1,0
42,services,single,basic.6y,no,yes,no,-1.8,92.893,-46.2,1.281,5099.1,0
30,blue-collar,married,basic.9y,no,yes,no,-1.8,92.893,-46.2,1.313,5099.1,0
55,admin.,married,high.school,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
34,admin.,married,university.degree,no,no,no,-1.1,94.767,-50.8,1.05,4963.6,0
42,admin.,divorced,university.degree,no,no,no,1.1,93.994,-36.4,4.856,5191.0,0
58,admin.,married,high.school,no,no,no,1.4,93.444,-36.1,4.968,5228.1,0
52,blue-collar,divorced,basic.4y,no,no,no,-1.8,93.075,-47.1,1.41,5099.1,0
59,technician,divorced,basic.9y,no,yes,no,1.4,93.918,-42.7,4.963,5228.1,0
60,technician,married,university.degree,unknown,yes,no,1.1,93.994,-36.4,4.855,5191.0,0
82,retired,married,university.degree,no,yes,no,-3.4,92.431,-26.9,0.744,5017.5,0
43,admin.,married,high.school,no,yes,no,1.1,93.994,-36.4,4.858,5191.0,0
60,admin.,married,university.degree,no,no,no,-1.7,94.215,-40.3,0.861,4991.6,1
49,management,married,university.degree,no,no,no,-0.1,93.2,-42.0,4.153,5195.8,0
31,blue-collar,married,basic.4y,no,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
46,technician,married,basic.9y,no,yes,no,-0.1,93.2,-42.0,4.153,5195.8,0
41,unemployed,married,basic.9y,unknown,no,no,1.1,93.994,-36.4,4.857,5191.0,0
29,admin.,married,high.school,no,yes,no,-2.9,92.963,-40.8,1.26,5076.2,0
53,technician,married,professional.course,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
28,admin.,single,university.degree,no,no,no,-1.8,93.075,-47.1,1.405,5099.1,0
39,blue-collar,married,professional.course,no,no,no,1.4,93.918,-42.7,4.96,5228.1,0
26,blue-collar,single,basic.9y,unknown,no,no,1.4,94.465,-41.8,4.961,5228.1,0
47,housemaid,married,basic.4y,unknown,yes,no,1.4,93.918,-42.7,4.962,5228.1,0
27,admin.,single,university.degree,no,yes,yes,-2.9,92.963,-40.8,1.266,5076.2,1
38,management,married,university.degree,no,yes,yes,1.4,93.918,-42.7,4.958,5228.1,0
53,self-employed,married,university.degree,unknown,no,no,1.4,93.918,-42.7,4.957,5228.1,0
46,services,married,high.school,no,yes,no,-1.8,93.075,-47.1,1.445,5099.1,0
35,blue-collar,married,basic.4y,no,no,no,1.4,93.918,-42.7,4.962,5228.1,0
48,admin.,divorced,high.school,no,no,no,1.1,93.994,-36.4,4.856,5191.0,0
37,admin.,single,high.school,unknown,no,no,-1.8,92.893,-46.2,1.291,5099.1,0
54,housemaid,divorced,basic.4y,no,unknown,unknown,1.4,93.918,-42.7,4.961,5228.1,0
72,retired,married,basic.4y,no,yes,no,-1.7,94.215,-40.3,0.822,4991.6,0
51,retired,married,basic.9y,unknown,no,no,1.4,93.918,-42.7,4.959,5228.1,0
57,management,married,university.degree,no,yes,no,-0.1,93.2,-42.0,4.12,5195.8,1
26,student,single,high.school,no,yes,no,-1.8,92.893,-46.2,1.281,5099.1,0
53,blue-collar,married,basic.4y,no,no,no,-0.1,93.2,-42.0,4.191,5195.8,0
37,unemployed,married,professional.course,no,no,no,1.1,93.994,-36.4,4.855,5191.0,0
33,admin.,single,basic.9y,no,no,no,-1.8,92.893,-46.2,1.281,5099.1,0
37,admin.,married,high.school,no,yes,no,-1.8,93.075,-47.1,1.479,5099.1,0
34,technician,married,high.school,unknown,no,no,1.4,93.444,-36.1,4.963,5228.1,0
30,services,single,high.school,no,yes,no,-1.8,92.893,-46.2,1.299,5099.1,0
41,technician,married,professional.course,unknown,yes,no,1.4,94.465,-41.8,4.865,5228.1,0
36,admin.,divorced,university.degree,no,no,no,-2.9,92.201,-31.4,0.884,5076.2,1
37,technician,single,university.degree,no,no,no,1.1,93.994,-36.4,4.855,5191.0,0
38,blue-collar,married,high.school,no,no,no,1.4,93.918,-42.7,4.962,5228.1,0
31,blue-collar,married,basic.6y,unknown,yes,no,1.1,93.994,-36.4,4.859,5191.0,0
32,admin.,married,high.school,no,no,no,1.1,93.994,-36.4,4.855,5191.0,0
58,self-employed,divorced,professional.course,no,no,no,1.4,94.465,-41.8,4.961,5228.1,0
38,services,married,high.school,no,yes,yes,1.1,93.994,-36.4,4.857,5191.0,0
52,admin.,married,university.degree,no,yes,no,1.4,93.444,-36.1,4.964,5228.1,0
36,technician,divorced,professional.course,no,yes,no,1.1,93.994,-36.4,4.858,5191.0,0
52,admin.,married,basic.4y,no,yes,yes,-0.1,93.2,-42.0,4.191,5195.8,0
40,blue-collar,married,basic.9y,unknown,yes,no,1.1,93.994,-36.4,4.858,5191.0,0
33,blue-collar,married,unknown,no,no,no,1.4,93.918,-42.7,4.96,5228.1,0
36,services,married,high.school,no,no,no,1.4,94.465,-41.8,4.967,5228.1,0
32,blue-collar,married,basic.4y,unknown,no,no,1.4,93.918,-42.7,4.958,5228.1,0
44,admin.,married,university.degree,no,yes,no,1.1,93.994,-36.4,4.856,5191.0,0
29,management,single,university.degree,no,no,no,1.1,93.994,-36.4,4.855,5191.0,0
49,blue-collar,married,basic.9y,unknown,no,yes,1.4,93.918,-42.7,4.962,5228.1,0
32,self-employed,married,basic.9y,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
54,admin.,divorced,professional.course,no,yes,no,-1.8,92.893,-46.2,1.266,5099.1,0
33,admin.,married,high.school,no,yes,yes,-1.7,94.215,-40.3,0.802,4991.6,1
41,housemaid,single,basic.4y,unknown,yes,no,1.4,93.918,-42.7,4.962,5228.1,0
46,services,married,high.school,no,yes,yes,1.4,93.918,-42.7,4.963,5228.1,0
49,admin.,single,high.school,no,yes,no,1.4,93.918,-42.7,4.968,5228.1,0
42,management,married,university.degree,unknown,no,no,1.4,93.444,-36.1,4.965,5228.1,0
45,blue-collar,married,basic.9y,no,yes,no,1.1,93.994,-36.4,4.855,5191.0,0
51,services,divorced,basic.6y,no,no,yes,-1.8,92.893,-46.2,1.327,5099.1,0
40,blue-collar,married,high.school,no,yes,yes,1.4,94.465,-41.8,4.959,5228.1,0
33,management,married,university.degree,no,no,no,-1.8,92.893,-46.2,1.334,5099.1,0
55,retired,divorced,high.school,no,no,no,1.4,94.465,-41.8,4.958,5228.1,0
36,blue-collar,married,basic.6y,no,no,yes,-0.1,93.2,-42.0,4.12,5195.8,0
34,technician,married,high.school,unknown,yes,no,1.4,93.444,-36.1,4.963,5228.1,0
44,admin.,single,professional.course,no,yes,no,-0.1,93.2,-42.0,4.076,5195.8,0
43,admin.,married,high.school,no,yes,no,1.4,94.465,-41.8,4.959,5228.1,0
29,blue-collar,single,professional.course,no,no,yes,-1.8,93.369,-34.8,0.652,5008.7,1
37,technician,married,university.degree,unknown,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
63,retired,married,university.degree,no,yes,no,-2.9,92.201,-31.4,0.821,5076.2,0
30,technician,single,unknown,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
36,admin.,single,university.degree,no,no,yes,1.4,93.444,-36.1,4.966,5228.1,0
29,blue-collar,married,basic.9y,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
39,blue-collar,single,high.school,no,yes,yes,1.4,93.918,-42.7,4.962,5228.1,0
58,entrepreneur,married,university.degree,no,yes,no,1.4,93.918,-42.7,4.963,5228.1,0
43,blue-collar,married,basic.6y,no,no,yes,-1.8,92.893,-46.2,1.313,5099.1,0
30,technician,married,professional.course,no,yes,no,-3.4,92.431,-26.9,0.737,5017.5,1
56,admin.,divorced,unknown,unknown,no,no,1.1,93.994,-36.4,4.857,5191.0,0
49,technician,divorced,professional.course,unknown,no,no,1.4,93.444,-36.1,4.964,5228.1,0
46,blue-collar,married,professional.course,no,yes,no,-0.1,93.2,-42.0,4.286,5195.8,0
43,admin.,married,university.degree,no,no,no,1.4,94.465,-41.8,4.959,5228.1,1
29,technician,single,university.degree,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,1
34,blue-collar,married,basic.4y,no,no,no,1.4,93.918,-42.7,4.962,5228.1,0
47,blue-collar,divorced,basic.4y,no,no,no,1.4,94.465,-41.8,4.865,5228.1,0
35,unemployed,divorced,university.degree,no,no,no,-1.8,93.075,-47.1,1.453,5099.1,0
25,services,single,basic.9y,no,yes,no,1.4,93.918,-42.7,4.963,5228.1,0
33,admin.,married,university.degree,no,yes,no,-1.1,94.767,-50.8,1.049,4963.6,1
24,services,single,high.school,no,no,no,-2.9,92.963,-40.8,1.26,5076.2,0
45,blue-collar,single,basic.9y,no,yes,yes,1.1,93.994,-36.4,4.856,5191.0,0
33,admin.,single,high.school,no,yes,no,-3.4,92.431,-26.9,0.731,5017.5,0
33,technician,single,professional.course,no,yes,no,-1.8,92.893,-46.2,1.281,5099.1,0
52,retired,divorced,basic.6y,no,no,no,-1.8,92.893,-46.2,1.313,5099.1,0
33,technician,single,university.degree,no,no,no,-0.1,93.2,-42.0,4.021,5195.8,0
47,management,married,university.degree,no,yes,yes,-0.1,93.2,-42.0,4.076,5195.8,0
30,student,married,university.degree,no,yes,no,-2.9,92.201,-31.4,0.821,5076.2,1
44,admin.,single,high.school,no,no,yes,-1.7,94.215,-40.3,0.861,4991.6,0
29,admin.,single,university.degree,no,no,yes,1.4,93.918,-42.7,4.96,5228.1,1
61,self-employed,divorced,university.degree,no,no,no,-1.8,93.369,-34.8,0.649,5008.7,0
32,blue-collar,married,basic.4y,unknown,yes,no,1.4,94.465,-41.8,4.864,5228.1,0
39,technician,married,basic.6y,no,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
42,admin.,married,high.school,no,yes,no,-1.8,92.893,-46.2,1.344,5099.1,0
30,technician,single,professional.course,no,yes,no,-0.1,93.2,-42.0,4.076,5195.8,0
24,student,single,high.school,no,yes,no,-3.4,92.431,-26.9,0.722,5017.5,1
25,services,single,high.school,no,yes,no,1.4,94.465,-41.8,4.961,5228.1,0
30,admin.,married,university.degree,no,yes,no,1.4,93.918,-42.7,4.962,5228.1,0
45,blue-collar,divorced,basic.9y,no,yes,no,1.1,93.994,-36.4,4.864,5191.0,0
35,blue-collar,divorced,basic.9y,no,no,no,-1.8,92.893,-46.2,1.344,5099.1,0
30,services,single,high.school,no,no,no,-0.1,93.2,-42.0,4.191,5195.8,0
37,blue-collar,married,basic.9y,unknown,unknown,unknown,-1.8,92.893,-46.2,1.299,5099.1,0
37,student,married,professional.course,unknown,no,no,1.4,93.444,-36.1,4.968,5228.1,0
30,blue-collar,single,basic.9y,no,yes,no,-1.8,92.893,-46.2,1.266,5099.1,0
34,admin.,married,university.degree,unknown,unknown,unknown,1.4,93.918,-42.7,4.963,5228.1,0
37,self-employed,married,basic.9y,unknown,no,no,1.1,93.994,-36.4,4.857,5191.0,0
31,technician,single,university.degree,no,yes,no,-1.8,92.843,-50.0,1.531,5099.1,1
31,admin.,single,university.degree,no,yes,yes,1.4,93.444,-36.1,4.963,5228.1,0
30,unemployed,divorced,high.school,no,yes,no,1.4,93.918,-42.7,4.957,5228.1,0
23,student,single,university.degree,no,yes,no,-1.8,92.893,-46.2,1.266,5099.1,0
39,technician,divorced,professional.course,no,no,yes,-1.8,92.893,-46.2,1.334,5099.1,0
40,technician,married,professional.course,no,no,no,1.4,94.465,-41.8,4.96,5228.1,0
30,technician,single,university.degree,unknown,no,no,1.4,93.444,-36.1,4.963,5228.1,0
41,housemaid,married,high.school,no,yes,no,1.4,93.918,-42.7,4.957,5228.1,0
48,unemployed,single,basic.4y,no,yes,no,1.4,94.465,-41.8,4.865,5228.1,0
35,admin.,single,university.degree,no,yes,no,-0.1,93.2,-42.0,4.153,5195.8,0
55,admin.,married,university.degree,no,no,no,1.4,93.918,-42.7,4.962,5228.1,0
30,admin.,married,basic.6y,no,yes,no,-1.8,92.893,-46.2,1.266,5099.1,0
36,admin.,married,high.school,no,yes,yes,-0.1,93.2,-42.0,4.153,5195.8,0
53,services,married,high.school,no,no,yes,1.4,93.918,-42.7,4.961,5228.1,0
75,retired,married,basic.4y,no,yes,yes,-2.9,92.469,-33.6,1.059,5076.2,0
27,technician,married,professional.course,no,yes,yes,1.4,93.918,-42.7,4.962,5228.1,0
50,technician,married,professional.course,no,no,yes,1.4,94.465,-41.8,4.967,5228.1,0
24,services,single,high.school,no,yes,no,1.4,94.465,-41.8,4.864,5228.1,0
57,admin.,married,university.degree,no,no,yes,-0.1,93.2,-42.0,4.153,5195.8,0
24,student,single,high.school,unknown,yes,yes,1.1,93.994,-36.4,4.859,5191.0,0
32,blue-collar,divorced,basic.9y,no,yes,yes,-0.1,93.2,-42.0,4.076,5195.8,0
50,self-employed,married,basic.4y,unknown,no,yes,1.1,93.994,-36.4,4.858,5191.0,0
56,services,married,basic.4y,unknown,no,no,1.4,94.465,-41.8,4.865,5228.1,0
43,management,single,high.school,no,yes,no,-0.1,93.2,-42.0,4.021,5195.8,0
55,self-employed,married,basic.9y,no,yes,no,-1.8,92.893,-46.2,1.327,5099.1,0
24,management,single,university.degree,no,no,yes,-0.1,93.2,-42.0,4.406,5195.8,0
26,blue-collar,married,basic.9y,no,yes,yes,-1.8,93.075,-47.1,1.41,5099.1,1
55,admin.,married,high.school,no,no,no,-0.1,93.2,-42.0,4.021,5195.8,0
43,technician,married,professional.course,no,yes,yes,-0.1,93.2,-42.0,4.076,5195.8,0
34,admin.,single,university.degree,no,yes,no,-3.4,92.649,-30.1,0.714,5017.5,1
21,student,single,basic.9y,no,yes,no,-1.7,94.215,-40.3,0.797,4991.6,1
38,admin.,married,high.school,unknown,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
37,management,divorced,high.school,no,yes,no,-0.1,93.2,-42.0,4.153,5195.8,0
30,admin.,single,basic.9y,no,no,no,-0.1,93.2,-42.0,4.076,5195.8,0
36,services,single,basic.4y,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
50,blue-collar,married,basic.6y,unknown,no,no,1.1,93.994,-36.4,4.857,5191.0,0
29,technician,single,university.degree,no,yes,yes,-1.8,92.893,-46.2,1.25,5099.1,0
23,student,single,high.school,no,no,no,-1.8,93.369,-34.8,0.644,5008.7,1
39,self-employed,married,basic.4y,unknown,no,no,-0.1,93.2,-42.0,4.12,5195.8,0
39,blue-collar,married,basic.6y,no,yes,no,1.4,94.465,-41.8,4.864,5228.1,0
25,student,single,high.school,no,yes,no,-1.1,94.601,-49.5,1.037,4963.6,0
30,unemployed,single,basic.9y,no,no,no,1.1,93.994,-36.4,4.856,5191.0,0
33,management,single,professional.course,no,yes,no,-0.1,93.2,-42.0,4.076,5195.8,0
33,admin.,single,high.school,no,yes,no,1.4,93.918,-42.7,4.963,5228.1,0
31,management,single,high.school,no,no,no,1.1,93.994,-36.4,4.857,5191.0,0
50,self-employed,married,basic.9y,no,no,no,1.4,93.918,-42.7,4.957,5228.1,0
25,blue-collar,married,basic.9y,no,no,no,-1.8,92.893,-46.2,1.281,5099.1,0
42,blue-collar,single,basic.9y,no,yes,yes,-1.8,92.893,-46.2,1.334,5099.1,0
50,services,married,high.school,no,no,no,1.1,93.994,-36.4,4.856,5191.0,0
40,technician,married,professional.course,no,no,no,1.1,93.994,-36.4,4.86,5191.0,0
36,technician,single,basic.9y,unknown,yes,no,1.4,94.465,-41.8,4.864,5228.1,0
33,services,married,high.school,no,unknown,unknown,-2.9,92.201,-31.4,0.873,5076.2,0
39,technician,divorced,high.school,no,no,no,-1.8,93.369,-34.8,0.639,5008.7,1
40,housemaid,divorced,high.school,no,no,no,1.1,93.994,-36.4,4.855,5191.0,0
51,self-employed,married,university.degree,no,yes,yes,-0.1,93.2,-42.0,4.153,5195.8,0
39,admin.,married,professional.course,no,yes,yes,1.1,93.994,-36.4,4.857,5191.0,0
60,retired,married,high.school,no,no,no,-1.8,93.075,-47.1,1.365,5099.1,1
34,technician,married,professional.course,no,yes,no,-1.8,93.876,-40.0,0.699,5008.7,0
33,admin.,divorced,university.degree,no,no,yes,1.1,93.994,-36.4,4.855,5191.0,0
31,technician,single,unknown,no,unknown,unknown,1.4,93.918,-42.7,4.957,5228.1,0
30,technician,single,professional.course,no,no,yes,1.4,93.918,-42.7,4.963,5228.1,0
56,blue-collar,unknown,basic.4y,no,no,no,-1.8,93.075,-47.1,1.405,5099.1,0
32,admin.,married,university.degree,no,yes,no,1.4,93.444,-36.1,4.965,5228.1,1
29,blue-collar,single,basic.6y,no,no,no,-0.1,93.2,-42.0,4.021,5195.8,0
31,services,single,university.degree,unknown,yes,no,1.4,93.444,-36.1,4.965,5228.1,0
27,blue-collar,single,basic.9y,no,unknown,unknown,1.4,93.918,-42.7,4.962,5228.1,0
50,admin.,married,basic.9y,unknown,yes,yes,1.1,93.994,-36.4,4.856,5191.0,0
28,technician,single,high.school,no,no,no,1.1,93.994,-36.4,4.864,5191.0,0
50,admin.,married,university.degree,no,yes,no,1.4,93.444,-36.1,4.966,5228.1,0
41,technician,single,university.degree,no,no,no,-2.9,92.963,-40.8,1.262,5076.2,1
29,blue-collar,married,basic.4y,unknown,yes,no,1.4,94.465,-41.8,4.961,5228.1,0
42,management,divorced,high.school,no,no,no,1.4,94.465,-41.8,4.865,5228.1,0
33,unemployed,single,university.degree,no,yes,no,1.4,93.444,-36.1,4.962,5228.1,0
24,management,single,university.degree,no,yes,no,-1.8,92.893,-46.2,1.27,5099.1,1
47,services,married,unknown,no,no,no,1.1,93.994,-36.4,4.856,5191.0,0
40,technician,married,high.school,no,yes,no,-2.9,92.469,-33.6,1.029,5076.2,0
40,technician,married,professional.course,no,yes,no,-1.8,92.893,-46.2,1.266,5099.1,0
37,admin.,divorced,university.degree,unknown,yes,yes,-1.8,92.893,-46.2,1.244,5099.1,0
48,technician,married,professional.course,no,no,no,-0.1,93.2,-42.0,4.021,5195.8,0
51,blue-collar,married,basic.4y,unknown,yes,yes,1.4,93.444,-36.1,4.968,5228.1,0
49,blue-collar,married,basic.9y,no,no,no,-0.1,93.2,-42.0,4.021,5195.8,0
44,housemaid,married,basic.4y,no,yes,no,-1.8,92.893,-46.2,1.281,5099.1,0
46,self-employed,divorced,basic.9y,unknown,unknown,unknown,-0.1,93.2,-42.0,4.076,5195.8,0
29,technician,single,professional.course,no,no,no,1.4,93.918,-42.7,4.962,5228.1,0
51,entrepreneur,married,basic.6y,unknown,yes,yes,1.4,93.918,-42.7,4.962,5228.1,0
51,housemaid,married,basic.4y,no,no,no,1.4,93.918,-42.7,4.962,5228.1,0
50,technician,married,university.degree,no,no,no,-0.1,93.2,-42.0,4.021,5195.8,0
47,blue-collar,married,professional.course,no,no,no,1.4,93.918,-42.7,4.962,5228.1,0
47,technician,married,professional.course,no,no,no,1.4,94.465,-41.8,4.866,5228.1,0
45,entrepreneur,married,basic.4y,no,yes,no,-0.1,93.2,-42.0,4.153,5195.8,0
34,blue-collar,married,basic.4y,no,yes,no,-0.1,93.2,-42.0,4.191,5195.8,0
55,unknown,married,unknown,unknown,yes,no,1.1,93.994,-36.4,4.86,5191.0,0
37,management,married,university.degree,no,yes,yes,-0.1,93.2,-42.0,4.153,5195.8,0
57,blue-collar,married,basic.4y,unknown,no,no,1.4,93.918,-42.7,4.962,5228.1,0
53,blue-collar,married,basic.4y,no,no,no,-0.1,93.2,-42.0,4.021,5195.8,0
34,self-employed,married,illiterate,no,yes,no,-0.1,93.2,-42.0,4.076,5195.8,1
37,admin.,married,university.degree,no,yes,no,-1.1,94.199,-37.5,0.886,4963.6,1
31,technician,single,professional.course,no,yes,no,-1.1,94.601,-49.5,0.972,4963.6,1
59,services,single,high.school,no,yes,no,-1.8,93.369,-34.8,0.636,5008.7,0
35,admin.,divorced,high.school,no,unknown,unknown,-1.8,93.075,-47.1,1.405,5099.1,0
45,services,divorced,high.school,unknown,yes,no,1.1,93.994,-36.4,4.858,5191.0,0
41,blue-collar,married,unknown,unknown,no,no,-1.8,93.075,-47.1,1.405,5099.1,0
28,blue-collar,married,basic.4y,no,no,no,1.4,93.918,-42.7,4.962,5228.1,0
58,blue-collar,married,basic.9y,unknown,yes,no,1.1,93.994,-36.4,4.857,5191.0,0
30,admin.,married,university.degree,no,no,no,1.4,93.444,-36.1,4.964,5228.1,0
32,services,married,high.school,no,yes,no,1.4,93.918,-42.7,4.957,5228.1,0
31,unemployed,single,professional.course,no,yes,no,-0.1,93.2,-42.0,4.076,5195.8,0
35,retired,single,basic.9y,unknown,yes,yes,1.1,93.994,-36.4,4.857,5191.0,0
39,self-employed,married,university.degree,no,no,no,-0.1,93.2,-42.0,4.153,5195.8,0
66,retired,divorced,basic.4y,no,yes,no,-1.8,93.749,-34.6,0.642,5008.7,1
29,admin.,single,high.school,no,no,no,-1.7,94.215,-40.3,0.782,4991.6,0
45,services,single,high.school,unknown,yes,no,-0.1,93.2,-42.0,4.021,5195.8,0
54,blue-collar,married,professional.course,unknown,yes,yes,1.1,93.994,-36.4,4.857,5191.0,0
41,blue-collar,married,high.school,no,no,yes,-1.8,93.075,-47.1,1.41,5099.1,0
33,self-employed,married,professional.course,no,yes,no,1.4,94.465,-41.8,4.947,5228.1,0
47,technician,married,professional.course,unknown,yes,no,1.1,93.994,-36.4,4.858,5191.0,0
36,admin.,married,professional.course,no,no,no,1.4,93.444,-36.1,4.97,5228.1,0
31,services,single,high.school,no,yes,no,-1.8,92.893,-46.2,1.25,5099.1,0
25,blue-collar,married,basic.9y,unknown,no,no,1.4,94.465,-41.8,4.961,5228.1,0
37,technician,single,high.school,no,yes,no,-1.8,93.075,-47.1,1.406,5099.1,0
32,unemployed,married,university.degree,no,yes,no,1.4,93.444,-36.1,4.962,5228.1,0
33,blue-collar,married,basic.9y,no,yes,no,-1.8,92.893,-46.2,1.313,5099.1,1
50,admin.,divorced,university.degree,no,no,no,1.4,93.444,-36.1,4.965,5228.1,0
39,technician,single,professional.course,no,no,no,-1.8,93.075,-47.1,1.415,5099.1,0
55,services,divorced,high.school,no,no,yes,1.1,93.994,-36.4,4.858,5191.0,0
29,technician,single,professional.course,no,yes,no,1.4,93.444,-36.1,4.964,5228.1,0
39,admin.,divorced,high.school,no,no,no,1.4,93.918,-42.7,4.962,5228.1,0
48,admin.,divorced,university.degree,no,yes,no,1.4,93.444,-36.1,4.967,5228.1,0
40,blue-collar,married,basic.9y,no,yes,no,-1.7,94.055,-39.8,0.739,4991.6,0
44,admin.,married,university.degree,unknown,yes,no,1.4,93.444,-36.1,4.968,5228.1,0
54,blue-collar,married,high.school,no,no,no,1.4,93.918,-42.7,4.963,5228.1,1
53,technician,married,professional.course,no,no,no,-1.8,92.893,-46.2,1.264,5099.1,1
22,student,single,high.school,no,yes,no,-2.9,92.201,-31.4,0.873,5076.2,1
31,admin.,married,unknown,no,yes,no,-1.8,92.893,-46.2,1.334,5099.1,0
53,admin.,divorced,university.degree,no,yes,no,-1.8,92.893,-46.2,1.354,5099.1,1
41,admin.,single,university.degree,unknown,yes,no,1.4,93.444,-36.1,4.968,5228.1,1
28,blue-collar,married,basic.9y,unknown,yes,yes,1.4,93.918,-42.7,4.961,5228.1,0
45,blue-collar,married,basic.4y,unknown,no,yes,-1.8,92.893,-46.2,1.344,5099.1,0
38,blue-collar,divorced,unknown,no,yes,no,-0.1,93.2,-42.0,4.153,5195.8,0
26,admin.,single,high.school,no,no,no,1.4,93.918,-42.7,4.957,5228.1,0
43,blue-collar,divorced,basic.4y,no,unknown,unknown,-1.8,92.893,-46.2,1.344,5099.1,0
35,services,divorced,high.school,no,yes,no,-1.8,92.893,-46.2,1.291,5099.1,0
32,blue-collar,married,professional.course,unknown,yes,no,-1.8,93.075,-47.1,1.365,5099.1,0
40,admin.,married,high.school,no,no,no,1.1,93.994,-36.4,4.856,5191.0,0
36,admin.,married,high.school,no,no,no,-1.8,92.843,-50.0,1.799,5099.1,1
52,services,divorced,unknown,unknown,yes,yes,1.1,93.994,-36.4,4.859,5191.0,0
56,unknown,married,basic.4y,no,no,no,-3.4,92.431,-26.9,0.744,5017.5,1
53,management,married,unknown,no,yes,yes,1.4,93.918,-42.7,4.962,5228.1,0
